Rihanna,Work,2016,Barbadian Pop,219
Rihanna,Love On The Brain,2018,Barbadian Pop,224
Rita Ora,Anywhere,2018,Dance Pop,215
Robin Schulz,Sugar (feat. Francesco Yates),2015,Dance Pop,219
Robin Schulz,OK - Spotify Version,2017,Dance Pop,189
Robin Thicke,Blurred Lines,2013,Dance Pop,264
Robin Thicke,Give It 2 U,2013,Dance Pop,230
Rudimental,Lay It All on Me,2015,Dance Pop,242
Rudimental,These Days,2018,Dance Pop,211
Sam Smith,Stay With Me,2014,Pop,173
Sam Smith,I'm Not The Only One,2015,Pop,239
Sam Smith,How Do You Sleep?,2019,Pop,202
Sara Bareilles,Brave,2013,Acoustic Pop,221
Sean Kingston,Eenie Meenie,2010,Dance Pop,202
Selena Gomez,Come & Get It,2013,Dance Pop,232
Selena Gomez,The Heart Wants What It Wants,2015,Dance Pop,227
Selena Gomez,Same Old Love,2015,Dance Pop,229
Selena Gomez,Hands To Myself,2016,Dance Pop,201
Selena Gomez,Kill Em With Kindness,2016,Dance Pop,218
Selena Gomez,Wolves,2018,Dance Pop,198
Selena Gomez,Bad Liar,2018,Dance Pop,215
Selena Gomez,Lose You To Love Me,2019,Dance Pop,206
Selena Gomez & The Scene,Naturally,2010,Dance Pop,203
Selena Gomez & The Scene,Love You Like A Love Song,2012,Dance Pop,188
SHAED,Trampoline (with ZAYN),2019,Electropop,184
Shakira,Loca,2010,Colombian Pop,193
Shakira,Can't Remember to Forget You (feat. Rihanna),2014,Colombian Pop,207
Shakira,La La La (Brasil 2014) (feat. Carlinhos Brown),2014,Colombian Pop,198
Shawn Mendes,Stitches,2015,Canadian Pop,207
Shawn Mendes,Stitches,2016,Canadian Pop,207
Shawn Mendes,Don't Be A Fool,2016,Canadian Pop,216
Shawn Mendes,I Know What You Did Last Summer,2016,Canadian Pop,224
Shawn Mendes,Treat You Better,2017,Canadian Pop,188
Shawn Mendes,Mercy,2017,Canadian Pop,209
Shawn Mendes,There's Nothing Holdin' Me Back,2018,Canadian Pop,199
Shawn Mendes,In My Blood,2018,Canadian Pop,211
Shawn Mendes,Youth (feat. Khalid),2018,Canadian Pop,191
Shawn Mendes,Nervous,2018,Canadian Pop,164
Shawn Mendes,Se駉rita,2019,Canadian Pop,191
Sia,Chandelier,2014,Australian Dance,216
Sia,Elastic Heart,2015,Australian Dance,257
Sia,Alive,2015,Australian Dance,264
Sia,Cheap Thrills,2016,Australian Dance,225
Sia,The Greatest,2017,Australian Dance,210
Sia,Free Me,2017,Australian Dance,286
Sigala,Easy Love,2015,Dance Pop,230
Sigala,Came Here for Love,2017,Dance Pop,203
Silk City,Electricity (with Dua Lipa),2018,Edm,238
Sleeping At Last,Turning Page,2011,Acoustic Pop,255
Snakehips,Cruel (feat. ZAYN),2016,Dance Pop,228
Swedish House Mafia,Don't You Worry Child - Radio Edit,2013,Big Room,213
T.I.,Castle Walls (feat. Christina Aguilera),2010,Atl Hip Hop,329
T.I.,Castle Walls (feat. Christina Aguilera),2011,Atl Hip Hop,329
Taio Cruz,Dynamite,2010,Dance Pop,203
Taio Cruz,Break Your Heart,2010,Dance Pop,186
Taylor Swift,I Knew You Were Trouble.,2012,Pop,220
Taylor Swift,We Are Never Ever Getting Back Together,2012,Pop,193
Taylor Swift,We Are Never Ever Getting Back Together,2013,Pop,193
Taylor Swift,Shake It Off,2014,Pop,219
Taylor Swift,Out Of The Woods,2016,Pop,236
Taylor Swift,Look What You Made Me Do,2018,Pop,212
Taylor Swift,End Game,2018,Pop,245
Taylor Swift,...Ready For It? - BloodPop?Remix,2018,Pop,190
The Black Eyed Peas,The Time (Dirty Bit),2010,Dance Pop,308
The Black Eyed Peas,Meet Me Halfway,2010,Dance Pop,284
The Black Eyed Peas,Imma Be,2010,Dance Pop,258
The Black Eyed Peas,Rock That Body,2010,Dance Pop,269
The Black Eyed Peas,Just Can抰 Get Enough,2011,Dance Pop,219
The Chainsmokers,#SELFIE,2014,Electropop,184
The Chainsmokers,Don't Let Me Down,2016,Electropop,208
The Chainsmokers,Roses,2016,Electropop,227
The Chainsmokers,All We Know,2016,Electropop,194
The Chainsmokers,Closer,2017,Electropop,245
The Chainsmokers,Something Just Like This,2017,Electropop,248
The Chainsmokers,Paris,2017,Electropop,222
The Chainsmokers,Sick Boy,2018,Electropop,193
The Chainsmokers,Takeaway,2019,Electropop,210
The Chainsmokers,Call You Mine,2019,Electropop,218
The Chainsmokers,Kills You Slowly,2019,Electropop,213
The Script,Hall of Fame,2013,Celtic Rock,203
The Wanted,Glad You Came,2012,Boy Band,198
The Wanted,Walks Like Rihanna,2013,Boy Band,202
The Wanted,We Own The Night,2013,Boy Band,206
The Weeknd,The Hills,2015,Canadian Contemporary R&B,242
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2015,Canadian Contemporary R&B,252
The Weeknd,The Hills,2016,Canadian Contemporary R&B,242
The Weeknd,Starboy,2017,Canadian Contemporary R&B,230
The Weeknd,I Feel It Coming,2017,Canadian Contemporary R&B,269
Tinie Tempah,Written in the Stars (feat. Eric Turner),2010,Dance Pop,220
Tinie Tempah,Written in the Stars (feat. Eric Turner),2011,Dance Pop,220
Tove Lo,Cool Girl,2016,Dance Pop,199
Tove Lo,Influence,2017,Dance Pop,225
Train,Hey soul sister,2010,Neo Mellow,217
Troye Sivan,My My My!,2018,Dance Pop,205
Usher,OMG (feat. will.i.am),2010,Atl Hip Hop,269
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),2010,Atl Hip Hop,221
will.i.am,#thatPOWER,2013,Dance Pop,280
Wiz Khalifa,See You Again (feat. Charlie Puth),2015,Hip Hop,230
Years & Years,Desire,2016,Dance Pop,203
Zara Larsson,Never Forget You,2015,Dance Pop,213
ZAYN,PILLOWTALK,2016,Dance Pop,204
ZAYN,LIKE I WOULD,2016,Dance Pop,192
ZAYN,I Don抰 Wanna Live Forever (Fifty Shades Darker),2017,Dance Pop,245
ZAYN,Dusk Till Dawn - Radio Edit,2018,Dance Pop,239
ZAYN,Let Me,2018,Dance Pop,185
Zedd,Clarity,2013,Complextro,271
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2014,Complextro,217
Zedd,I Want You To Know,2015,Complextro,240
Zedd,True Colors,2016,Complextro,225
Zedd,Stay,2017,Complextro,210
Zedd,Get Low (with Liam Payne),2017,Complextro,205
